,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Category
KIF16B,1088.467805,-0.095262447,0.071904806,0,1,1,Neutral
APOM,113.6765991,-0.095289977,0.082471624,0,1,1,Neutral
TMEM179B,2250.280467,-0.095323727,0.054191962,0,1,1,Neutral
USH1C,36.18787886,-0.095384396,0.298624547,0,1,1,Neutral
VPS72,2985.494047,-0.095478704,0.060736289,0,1,1,Neutral
P4HA2-AS1,1.064782752,-0.09552617,0.20050323,0,1,1,Neutral
PPARA,1033.944112,-0.095546472,0.082506072,0,1,1,Neutral
TAF3,882.5384182,-0.095561536,0.059942152,0,1,1,Neutral
RNU6-304P,0.22165518,-0.095600227,0.371910327,0,1,1,Neutral
ATXN3,1196.208847,-0.095611597,0.040692309,0,1,1,Neutral
APOOL,929.1241191,-0.09564276,0.054245703,0,1,1,Neutral
ZFYVE21,2424.853033,-0.095662537,0.052158415,0,1,1,Neutral
BET1,1004.933927,-0.095743388,0.045120054,0,1,1,Neutral
DUXAP8,302.9683955,-0.095983997,0.17483286,0,1,1,Neutral
RPA4,4.764934747,-0.096067508,0.16671671,0,1,1,Neutral
RPL22P7,0.389674445,-0.096182369,0.257019556,0,1,1,Neutral
USP24P1,2.875358489,-0.096351335,0.631940194,0,1,1,Neutral
AKAP11,2126.087374,-0.09642109,0.071788647,0,1,1,Neutral
LRRC37A6P,29.65620522,-0.096470767,0.164246262,0,1,1,Neutral
CLEC14A,703.2329363,-0.096495058,0.103869126,0,1,1,Neutral
SLC38A2,18302.13498,-0.096618932,0.080718607,0,1,1,Neutral
IVL,5120.394598,-0.096685349,0.227125467,0,1,1,Neutral
NRG3,4.188717193,-0.096745439,0.253836633,0,1,1,Neutral
CD34,2137.985199,-0.096767378,0.112316408,0,1,1,Neutral
SMIM30,1876.092147,-0.096910658,0.058695129,0,1,1,Neutral
ETFRF1,586.3181232,-0.096969184,0.064788189,0,1,1,Neutral
PIAS4,1504.767547,-0.096984868,0.044668749,0,1,1,Neutral
WWP2,3005.464427,-0.097010493,0.049154204,0,1,1,Neutral
FRS3,334.1842848,-0.097233387,0.064947148,0,1,1,Neutral
FBXO9,1877.984537,-0.097280118,0.05020423,0,1,1,Neutral
MIR3065,0.922801447,-0.097431405,0.280903042,0,1,1,Neutral
PCBD2,341.6052914,-0.097434165,0.057762099,0,1,1,Neutral
GABPB1,1571.901936,-0.097471974,0.034802557,0,1,1,Neutral
MEIS3,461.2138937,-0.097535195,0.144248573,0,1,1,Neutral
DDA1,2634.561842,-0.097537866,0.046032103,0,1,1,Neutral
RPSAP36,6.050036739,-0.097538845,0.150151002,0,1,1,Neutral
TMEM89,2.728519273,-0.097631777,0.16942499,0,1,1,Neutral
DNLZ,12.39799107,-0.097645794,0.116961285,0,1,1,Neutral
ZNF207,7630.67213,-0.097656844,0.039688588,0,1,1,Neutral
KRBOX4,471.1934516,-0.097683466,0.052847189,0,1,1,Neutral
FBXW7,967.4894076,-0.097696204,0.05405521,0,1,1,Neutral
HFE,828.2606322,-0.097717826,0.09366053,0,1,1,Neutral
CSTF1,1666.782859,-0.097736397,0.041508174,0,1,1,Neutral
HSPA8P3,1.040125813,-0.09781929,0.231108227,0,1,1,Neutral
IREB2,2181.713496,-0.097840227,0.053054312,0,1,1,Neutral
CAPN15,2706.6549,-0.09784312,0.063310439,0,1,1,Neutral
MAL2,11858.51119,-0.097852834,0.133294889,0,1,1,Neutral
TRANK1,1516.129565,-0.097907793,0.089450041,0,1,1,Neutral
AASDH,490.731375,-0.097912718,0.048936778,0,1,1,Neutral
YTHDF2,3853.655125,-0.097945479,0.036818439,0,1,1,Neutral
HCG18,1161.195229,-0.098012831,0.051058527,0,1,1,Neutral
PROX2,10.48982321,-0.098122033,0.143715661,0,1,1,Neutral
AKAP4,0.275789936,-0.098156873,0.540448288,0,1,1,Neutral
CDIPT,5403.554122,-0.09825864,0.052844544,0,1,1,Neutral
PFDN6,2498.687061,-0.098274982,0.071780109,0,1,1,Neutral
ITGA2B,60.91900245,-0.09836352,0.157172661,0,1,1,Neutral
ZNF484,218.2656544,-0.098469943,0.070067842,0,1,1,Neutral
ZNF806,0.476916595,-0.098521073,0.315071177,0,1,1,Neutral
PPP1R15B,3892.179601,-0.098524367,0.05958805,0,1,1,Neutral
LTBP4,4477.005464,-0.098554861,0.127110685,0,1,1,Neutral
GBP2,8203.838109,-0.098565359,0.09477559,0,1,1,Neutral
C1orf53,120.6920691,-0.098572467,0.097066612,0,1,1,Neutral
MCM9,673.5346503,-0.0986513,0.054416826,0,1,1,Neutral
CAMKK1,557.1235868,-0.098734966,0.092748344,0,1,1,Neutral
STK26,1331.569777,-0.098748472,0.083515536,0,1,1,Neutral
NT5C,1781.113658,-0.098772178,0.080376768,0,1,1,Neutral
UXT,2713.531389,-0.0987872,0.059273471,0,1,1,Neutral
CHFR,1868.44959,-0.098862914,0.049861349,0,1,1,Neutral
FAM21EP,17.13828927,-0.098887147,0.096366467,0,1,1,Neutral
PBX2,3257.906669,-0.098907023,0.0493876,0,1,1,Neutral
MLLT1,4144.85379,-0.098988263,0.042404406,0,1,1,Neutral
RFX1,992.0380944,-0.099073537,0.03816994,0,1,1,Neutral
SPCS2P1,0.464716163,-0.099093405,0.236537495,0,1,1,Neutral
IGKV2D-26,0.626586018,-0.099164875,0.585869962,0,1,1,Neutral
WDR61,1925.496218,-0.099267044,0.044675336,0,1,1,Neutral
BIRC6,3892.614538,-0.099595772,0.065213777,0,1,1,Neutral
LINC00339,543.722059,-0.099770688,0.06211649,0,1,1,Neutral
PTGS2,4137.219498,-0.09981078,0.189514486,0,1,1,Neutral
MKNK2,9807.795768,-0.099836628,0.073677766,0,1,1,Neutral
RALY,12797.77425,-0.099841408,0.058088668,0,1,1,Neutral
CASP3,2264.91514,-0.099887663,0.053577704,0,1,1,Neutral
TMEM213,4.799616337,-0.099951031,0.23047877,0,1,1,Neutral
PLBD1,4640.68965,-0.100124456,0.108487833,0,1,1,Neutral
INTS4,1236.264321,-0.100133228,0.055119559,0,1,1,Neutral
SRCAP,7697.854617,-0.100151436,0.044318233,0,1,1,Neutral
LCT,3.799104798,-0.100180778,0.19033687,0,1,1,Neutral
RPS7P4,10.11654292,-0.100219816,0.10373427,0,1,1,Neutral
JADE3,837.0384784,-0.100415747,0.074539294,0,1,1,Neutral
RUFY3,1052.255404,-0.100526987,0.060362826,0,1,1,Neutral
TRO,326.9838719,-0.100559652,0.151609607,0,1,1,Neutral
CFL2,1162.504592,-0.100623725,0.13830849,0,1,1,Neutral
CDC34,3461.214358,-0.100627686,0.069704419,0,1,1,Neutral
NXNL1,0.205169427,-0.100633026,0.379193469,0,1,1,Neutral
RNU6-937P,0.36979467,-0.100644707,0.338372948,0,1,1,Neutral
PPIG,3195.905034,-0.100694497,0.042487638,0,1,1,Neutral
PES1P2,0.518637916,-0.10079324,0.269778768,0,1,1,Neutral
CEP104,1734.139828,-0.100803438,0.038672383,0,1,1,Neutral
FLT3,25.52401698,-0.100847186,0.177552988,0,1,1,Neutral
LMO7-AS1,31.18879587,-0.100918349,0.137785433,0,1,1,Neutral
CNN2P12,0.274433044,-0.100975903,0.469393958,0,1,1,Neutral
ZFAS1,5075.934724,-0.101109999,0.08467356,0,1,1,Neutral
RNU6-722P,9.805850637,-0.101124006,0.090038357,0,1,1,Neutral
EDA2R,127.8244988,-0.101187843,0.151862451,0,1,1,Neutral
ADGRL1,1768.128688,-0.101206285,0.115043472,0,1,1,Neutral
RPL7AP31,2.870944288,-0.101234587,0.150336096,0,1,1,Neutral
MIR3613,0.323536408,-0.101249609,0.27396877,0,1,1,Neutral
RPL36,26486.16713,-0.101306028,0.08630144,0,1,1,Neutral
CHTOP,4824.318858,-0.101419881,0.03814422,0,1,1,Neutral
YOD1,950.5066107,-0.101575257,0.078428798,0,1,1,Neutral
MRPL55,2026.391285,-0.101591626,0.067287803,0,1,1,Neutral
AGAP1-IT1,10.68405551,-0.101613516,0.152850036,0,1,1,Neutral
NCOA6,4018.459188,-0.10162786,0.059587353,0,1,1,Neutral
EPS15L1,1994.639693,-0.101638202,0.040159401,0,1,1,Neutral
MITD1,921.5292006,-0.101691928,0.054481073,0,1,1,Neutral
DCPS,1062.471714,-0.101743478,0.057195865,0,1,1,Neutral
ZKSCAN4,254.9615112,-0.101881187,0.053694029,0,1,1,Neutral
ING3,446.6411001,-0.101889625,0.048582942,0,1,1,Neutral
ZNF263,1344.35354,-0.101903499,0.038129387,0,1,1,Neutral
EEF1A1P19,103.2513304,-0.10190996,0.089468769,0,1,1,Neutral
MBNL2,2854.694719,-0.10192662,0.071004596,0,1,1,Neutral
GPRC5D-AS1,296.5216594,-0.101949165,0.094462508,0,1,1,Neutral
TMEM69,1827.631374,-0.101985035,0.049991639,0,1,1,Neutral
RPL24,29608.35809,-0.102063967,0.069866323,0,1,1,Neutral
ARHGEF15,441.0473296,-0.102078479,0.109196582,0,1,1,Neutral
EFCAB10,28.83331322,-0.102082345,0.098233538,0,1,1,Neutral
UNC50,1407.491485,-0.102206426,0.043194979,0,1,1,Neutral
TSPYL1,3326.34344,-0.10227991,0.057340859,0,1,1,Neutral
EDC4,2053.202512,-0.102288838,0.057152786,0,1,1,Neutral
PPIAL4D,0.201414821,-0.1023749,0.3698338,0,1,1,Neutral
RPL23,37330.17519,-0.102465121,0.069572776,0,1,1,Neutral
WEE1,2990.687488,-0.102534391,0.092016641,0,1,1,Neutral
CNTN1,794.1251949,-0.102558658,0.247023864,0,1,1,Neutral
RNU6-387P,2.174004266,-0.10267025,0.152824608,0,1,1,Neutral
RN7SL306P,0.594805246,-0.102673141,0.346492414,0,1,1,Neutral
CALR3,1.175386763,-0.102692667,0.180861807,0,1,1,Neutral
IFT88,482.5211839,-0.102758966,0.057323663,0,1,1,Neutral
TERF1,1176.730487,-0.102792874,0.048230615,0,1,1,Neutral
LINC02054,0.299358438,-0.102821118,0.366557797,0,1,1,Neutral
NOA1,1426.933271,-0.102846148,0.046339226,0,1,1,Neutral
BORCS6,521.9942256,-0.102967015,0.062858054,0,1,1,Neutral
ESCO1,1105.438246,-0.103003991,0.049097238,0,1,1,Neutral
SMCHD1,2984.408099,-0.103081771,0.072606646,0,1,1,Neutral
YIPF6,2610.074839,-0.103134877,0.042948445,0,1,1,Neutral
ZNF569,194.6829804,-0.10316116,0.096348753,0,1,1,Neutral
SELENOW,11138.37965,-0.103163832,0.07194575,0,1,1,Neutral
LRP6,1268.943098,-0.103254519,0.067473297,0,1,1,Neutral
TULP4,1567.543047,-0.103473521,0.055573494,0,1,1,Neutral
HOXB9,478.2690952,-0.10348392,0.214705635,0,1,1,Neutral
SUPT7L,2227.356918,-0.103650273,0.037411183,0,1,1,Neutral
NFASC,609.7258643,-0.103740181,0.155553661,0,1,1,Neutral
CLRN1,0.252209367,-0.103744038,0.450414243,0,1,1,Neutral
AGO3,1044.412705,-0.103833294,0.052758143,0,1,1,Neutral
DPRXP6,0.267293141,-0.10407283,0.322727833,0,1,1,Neutral
POLR1C,1772.109824,-0.104074066,0.058861638,0,1,1,Neutral
SNHG17,1692.474703,-0.104191715,0.079839121,0,1,1,Neutral
RFC5,1233.238845,-0.104192694,0.063591696,0,1,1,Neutral
OR7E46P,0.302017282,-0.104223569,0.338707946,0,1,1,Neutral
CCAR2,4259.189993,-0.104265673,0.054767267,0,1,1,Neutral
SH3BP5L,2045.968548,-0.104297,0.04835747,0,1,1,Neutral
IGHV3-6,1.36039708,-0.104314326,0.364567009,0,1,1,Neutral
VAMP8,8148.440128,-0.104421319,0.078417883,0,1,1,Neutral
SH3RF1,1357.775223,-0.104432869,0.070226176,0,1,1,Neutral
PELI1,1743.190312,-0.104538391,0.079656952,0,1,1,Neutral
WASL,3913.070372,-0.104543063,0.056256636,0,1,1,Neutral
ZNF326,1461.627525,-0.104543958,0.048184788,0,1,1,Neutral
EPHB1,82.95165481,-0.104631789,0.170360777,0,1,1,Neutral
EEF1A1P22,15.05419169,-0.104704445,0.110867008,0,1,1,Neutral
MMAB,1456.082746,-0.104731758,0.070199959,0,1,1,Neutral
MEAF6,3059.702132,-0.104750428,0.04220675,0,1,1,Neutral
CPT2,1237.524267,-0.104778398,0.054465598,0,1,1,Neutral
SLC9A8,1308.89345,-0.104787725,0.057120264,0,1,1,Neutral
ADD3,3020.363457,-0.104802721,0.085426651,0,1,1,Neutral
ZFP36,16645.50476,-0.104803612,0.140459294,0,1,1,Neutral
RER1,5756.022667,-0.104921453,0.043004286,0,1,1,Neutral
FOXP4-AS1,17.80003562,-0.104931886,0.174012325,0,1,1,Neutral
PCDHGC4,8.837917087,-0.10506544,0.186239995,0,1,1,Neutral
IQCC,259.0302929,-0.10510617,0.073794134,0,1,1,Neutral
RNU6-422P,0.17716717,-0.105225779,0.589147199,0,1,1,Neutral
PDZD7,80.54737658,-0.105449397,0.141102478,0,1,1,Neutral
CUL7,2904.680219,-0.105461494,0.061751577,0,1,1,Neutral
MTHFR,970.5775236,-0.105500205,0.064557505,0,1,1,Neutral
IGKV2-30,33.48776129,-0.105552541,0.271697152,0,1,1,Neutral
CTIF,1593.965468,-0.105599482,0.071475736,0,1,1,Neutral
ERICH6,6.329125495,-0.105657794,0.103384252,0,1,1,Neutral
ANKRD33,3.910315617,-0.105704625,0.298290943,0,1,1,Neutral
GFPT1,4849.425161,-0.105753288,0.070726721,0,1,1,Neutral
TRAPPC11,1479.977835,-0.105794204,0.046864987,0,1,1,Neutral
HOXA10-AS,47.04080377,-0.105803511,0.16166697,0,1,1,Neutral
MAT2A,6498.752366,-0.105814796,0.075208742,0,1,1,Neutral
SLC43A2,2195.528664,-0.10591688,0.091328154,0,1,1,Neutral
CLPTM1,8357.157239,-0.105917096,0.048944516,0,1,1,Neutral
BTLA,34.73879534,-0.105936797,0.18320577,0,1,1,Neutral
LRRC23,423.413359,-0.105938962,0.071195367,0,1,1,Neutral
PIP4P1,1617.926511,-0.105962624,0.03946568,0,1,1,Neutral
METTL22,680.3183116,-0.105967257,0.065951691,0,1,1,Neutral
TSSC2,32.35711368,-0.10603372,0.165970895,0,1,1,Neutral
LGALS8-AS1,10.69655077,-0.106070633,0.117159611,0,1,1,Neutral
MEOX2,61.8961176,-0.106117694,0.220840524,0,1,1,Neutral
DCTN4,2759.302577,-0.106138339,0.050263744,0,1,1,Neutral
CEP152,364.5830375,-0.106162428,0.076057256,0,1,1,Neutral
RPS3AP6,57.39356728,-0.106317818,0.100712568,0,1,1,Neutral
WDTC1,3758.622563,-0.106328078,0.051302643,0,1,1,Neutral
CXXC5,2427.62078,-0.10640002,0.106355976,0,1,1,Neutral
SEMA4D,1887.337129,-0.106491818,0.076877387,0,1,1,Neutral
ADAT2,456.0396826,-0.106568228,0.081059076,0,1,1,Neutral
PRLR,164.1922593,-0.106615765,0.220713693,0,1,1,Neutral
HEATR4,34.77906493,-0.106790404,0.105006211,0,1,1,Neutral
PDE12,1446.745452,-0.106833218,0.048762355,0,1,1,Neutral
SHISAL2B,3.374308323,-0.106858887,0.169932694,0,1,1,Neutral
KLHDC8B,1672.828374,-0.106884541,0.100992327,0,1,1,Neutral
LACTB2,780.415184,-0.106904437,0.074742504,0,1,1,Neutral
NWD1,43.53154423,-0.106927565,0.211971442,0,1,1,Neutral
HIGD1A,2655.954263,-0.107033428,0.065023871,0,1,1,Neutral
MIB2,1798.029109,-0.107046085,0.061852841,0,1,1,Neutral
MRPL57,2637.582163,-0.107089714,0.061195608,0,1,1,Neutral
SETD1A,2293.523971,-0.107329872,0.04087052,0,1,1,Neutral
LINC00298,0.561278355,-0.107382528,0.300043715,0,1,1,Neutral
MEGF9,1651.843222,-0.107446396,0.088743275,0,1,1,Neutral
ELMO2,1933.986593,-0.107476627,0.045686903,0,1,1,Neutral
CHCHD5,1053.768397,-0.107531064,0.074655679,0,1,1,Neutral
CACTIN,1322.827496,-0.107540608,0.049612357,0,1,1,Neutral
KCP,378.9432617,-0.10758675,0.148843418,0,1,1,Neutral
SNORD121A,0.726866564,-0.107704743,0.290754273,0,1,1,Neutral
EXOC3L4,155.0963151,-0.107733061,0.187367641,0,1,1,Neutral
RN7SL592P,0.201279947,-0.107759284,0.401428207,0,1,1,Neutral
SMG1,4811.364943,-0.107781821,0.06206629,0,1,1,Neutral
RHBDD3,1464.285331,-0.107790033,0.068031039,0,1,1,Neutral
LINC01138,215.2073045,-0.107817067,0.093774389,0,1,1,Neutral
TMPO-AS1,219.5356439,-0.107997607,0.095641162,0,1,1,Neutral
HMGN1P33,0.244160916,-0.108089724,0.589879845,0,1,1,Neutral
AGBL5,1924.316722,-0.108100427,0.055589274,0,1,1,Neutral
SNORA15,0.387546189,-0.108318282,0.302048866,0,1,1,Neutral
TTBK2,580.9039598,-0.108384487,0.061944124,0,1,1,Neutral
SLC19A1,1523.005393,-0.108531907,0.08926995,0,1,1,Neutral
BCL7C,3243.714399,-0.108577793,0.072846462,0,1,1,Neutral
RNF123,1362.898194,-0.108637823,0.056270705,0,1,1,Neutral
ZBTB9,2.534430937,-0.10871865,0.133611603,0,1,1,Neutral
ARIH2,3180.525852,-0.108770958,0.046587272,0,1,1,Neutral
RNU6-1309P,0.188533296,-0.1087943,0.808974232,0,1,1,Neutral
FAHD1,1391.305388,-0.108794619,0.057056995,0,1,1,Neutral
HLA-K,195.0932728,-0.108801141,0.146789187,0,1,1,Neutral
ARHGEF40,2107.653095,-0.108816462,0.084938401,0,1,1,Neutral
KCTD18,641.2702137,-0.108938912,0.051059408,0,1,1,Neutral
C2orf72,109.4518299,-0.108964798,0.221829847,0,1,1,Neutral
C2CD6,40.78713938,-0.109048562,0.189691425,0,1,1,Neutral
SMAD1-AS1,0.177296655,-0.109049047,0.747651846,0,1,1,Neutral
PDE4D,1147.77464,-0.109049472,0.116196041,0,1,1,Neutral
STXBP3,1971.053397,-0.109055698,0.043360388,0,1,1,Neutral
FAM122C,154.1557363,-0.109057205,0.064741279,0,1,1,Neutral
MARVELD3,1044.696839,-0.10908457,0.110657668,0,1,1,Neutral
MIRLET7I,0.404372356,-0.109202994,0.275725494,0,1,1,Neutral
GPR162,108.6372384,-0.10927792,0.128616793,0,1,1,Neutral
ZNF674,139.0900789,-0.109404332,0.052084044,0,1,1,Neutral
ATXN7L3,4734.742506,-0.109445361,0.044121166,0,1,1,Neutral
ZDHHC4P1,1.018129547,-0.109449578,0.315419447,0,1,1,Neutral
SNORD114-1,0.21694122,-0.1094618,0.703034309,0,1,1,Neutral
CSNK1D,7939.087996,-0.109520769,0.038435795,0,1,1,Neutral
SSR2,12790.65812,-0.109576489,0.055120109,0,1,1,Neutral
PAWR,3037.167679,-0.10961805,0.066269552,0,1,1,Neutral
MCAT,850.5836176,-0.109620245,0.060023828,0,1,1,Neutral
GPA33,16.65011918,-0.10963859,0.185260548,0,1,1,Neutral
THAP6,494.4630593,-0.109656737,0.044456386,0,1,1,Neutral
THTPA,231.4122135,-0.109741654,0.072448604,0,1,1,Neutral
SVIL,6252.671791,-0.109837879,0.132486027,0,1,1,Neutral
SMAD5-AS1,4.680711412,-0.110074521,0.147320858,0,1,1,Neutral
TSHZ1,992.8022011,-0.110401789,0.082121941,0,1,1,Neutral
ACOT8,1250.277452,-0.110602063,0.054422708,0,1,1,Neutral
SLC25A21-AS1,54.33314431,-0.110677483,0.125099816,0,1,1,Neutral
RPL30,38952.52017,-0.110722444,0.07084201,0,1,1,Neutral
TLR5,302.6902525,-0.110737899,0.117258908,0,1,1,Neutral
GPAT2,434.4140342,-0.110800294,0.220797575,0,1,1,Neutral
ENTHD1,7.586465957,-0.110932682,0.212162684,0,1,1,Neutral
MRPS36,843.4730132,-0.110938366,0.055036825,0,1,1,Neutral
C3orf38,961.8938388,-0.110950773,0.055787433,0,1,1,Neutral
ZBTB8OS,1039.50291,-0.111001859,0.046278798,0,1,1,Neutral
TRIM6-TRIM34,0.174665533,-0.111080208,0.458934939,0,1,1,Neutral
MGST3,4127.285833,-0.111174687,0.078075526,0,1,1,Neutral
ELP3,1339.789652,-0.111426406,0.057338832,0,1,1,Neutral
FRGCA,6.531882298,-0.111673006,0.228457862,0,1,1,Neutral
PLEKHM1,1801.668324,-0.111700257,0.054632496,0,1,1,Neutral
TRBV16,0.205807472,-0.111719917,0.472698086,0,1,1,Neutral
CATSPER1,174.3346186,-0.111737915,0.199663671,0,1,1,Neutral
ACSS3,246.12617,-0.11180339,0.172735059,0,1,1,Neutral
TRPM1,2.253044267,-0.11185018,0.19921103,0,1,1,Neutral
IGKV1D-13,29.78752807,-0.111885908,0.319103082,0,1,1,Neutral
SNX13,1822.868003,-0.111910859,0.067626228,0,1,1,Neutral
LAMA2,905.3950929,-0.111922505,0.144681787,0,1,1,Neutral
CCDC15,156.1326566,-0.111930055,0.07868117,0,1,1,Neutral
SUN1,5926.701096,-0.11193708,0.058828928,0,1,1,Neutral
EIF4A1,418.235499,-0.111954353,0.086731734,0,1,1,Neutral
TWF1,3544.083558,-0.111955874,0.067622616,0,1,1,Neutral
FLYWCH1,1902.322075,-0.1119629,0.067084551,0,1,1,Neutral
UQCRHP4,0.17727234,-0.111965237,0.556544026,0,1,1,Neutral
MIR4257,1.446483201,-0.112054041,0.230654555,0,1,1,Neutral
ANO7,115.8861616,-0.112144317,0.104353936,0,1,1,Neutral
RNU6-437P,0.891248437,-0.112149022,0.250207563,0,1,1,Neutral
UNC45A,5564.455026,-0.112240376,0.043539768,0,1,1,Neutral
SSU72P1,0.209576068,-0.112252418,0.642381899,0,1,1,Neutral
TRBV7-7,1.372076855,-0.112307966,0.254855573,0,1,1,Neutral
CBSL,23.75078807,-0.112331785,0.259443437,0,1,1,Neutral
RNU6-1091P,0.807585413,-0.11237889,0.207617897,0,1,1,Neutral
ZNHIT2,773.9226268,-0.112406014,0.08392235,0,1,1,Neutral
RPL26P6,37.42928318,-0.112552375,0.109613486,0,1,1,Neutral
SLC17A7,39.96509471,-0.112651045,0.14812651,0,1,1,Neutral
NCBP3,2210.976519,-0.112659912,0.052020497,0,1,1,Neutral
TMEM120A,2007.192368,-0.112730612,0.063582634,0,1,1,Neutral
TMEM39A,1703.863331,-0.11283973,0.050399405,0,1,1,Neutral
ANKRD22,762.2610276,-0.112859675,0.14299377,0,1,1,Neutral
RPL17P33,0.974179104,-0.112894566,0.210656872,0,1,1,Neutral
ROBO3,309.8249633,-0.112985054,0.138530282,0,1,1,Neutral
RPL7AP14,2.290446264,-0.113039917,0.162667686,0,1,1,Neutral
ADCK1,492.403465,-0.113265746,0.055278368,0,1,1,Neutral
CDC16,3398.771737,-0.113286869,0.045157242,0,1,1,Neutral
KIAA0319L,3430.978029,-0.113320295,0.042725201,0,1,1,Neutral
SLC26A2,1544.656163,-0.113321118,0.119966221,0,1,1,Neutral
CAT,3890.94143,-0.113325237,0.087544471,0,1,1,Neutral
MRE11,1409.168941,-0.113331018,0.049564549,0,1,1,Neutral
RPS14,33106.56939,-0.113333714,0.071972584,0,1,1,Neutral
TTLL7,439.0034338,-0.113441989,0.149024946,0,1,1,Neutral
TNPO2,4264.825051,-0.113483646,0.044108799,0,1,1,Neutral
MTFMT,583.2596185,-0.113542589,0.043131082,0,1,1,Neutral
TFB1M,464.2971828,-0.113544058,0.058262425,0,1,1,Neutral
PDZPH1P,0.75954068,-0.113670584,0.279920946,0,1,1,Neutral
EML2,3179.078,-0.113677361,0.077653186,0,1,1,Neutral
OSGEPL1,307.6898498,-0.113678339,0.053751931,0,1,1,Neutral
RXRB,2278.446437,-0.113691266,0.040176038,0,1,1,Neutral
SLC12A7,4239.785787,-0.113754155,0.096080223,0,1,1,Neutral
BROX,2828.426561,-0.11376291,0.046659788,0,1,1,Neutral
PRKCB,494.467364,-0.113764647,0.175042941,0,1,1,Neutral
CAMTA2,2144.798293,-0.11385676,0.053879771,0,1,1,Neutral
RN7SL820P,0.314823928,-0.113907633,0.414523553,0,1,1,Neutral
ZNF672,1984.057939,-0.114015599,0.048621011,0,1,1,Neutral
SPG21,4928.416364,-0.114160538,0.038143469,0,1,1,Neutral
ELAC1,274.9605284,-0.114211127,0.052895848,0,1,1,Neutral
FBLN5,1230.82152,-0.114253753,0.147736709,0,1,1,Neutral
TTC30B,329.3515755,-0.114257517,0.066191829,0,1,1,Neutral
RPL5P28,0.737948287,-0.114420505,0.207299618,0,1,1,Neutral
SIAE,1331.383839,-0.114481549,0.082363193,0,1,1,Neutral
APLF,191.4585827,-0.114587165,0.078047396,0,1,1,Neutral
RNU6-25P,0.295244357,-0.114624645,0.340027394,0,1,1,Neutral
AK3,3682.048546,-0.114657544,0.064945017,0,1,1,Neutral
KRT18P67,0.433002999,-0.114740364,0.279751831,0,1,1,Neutral
IGKV2-28,8.139355671,-0.114753054,0.342569557,0,1,1,Neutral
SDF2,2529.12845,-0.114846461,0.052401265,0,1,1,Neutral
CCNB3P1,0.262471414,-0.114859344,0.390923074,0,1,1,Neutral
RTL6,1287.108251,-0.114901424,0.090205657,0,1,1,Neutral
PARP1P1,0.619341887,-0.114983933,0.215597942,0,1,1,Neutral
KCNN3,176.1205965,-0.114984093,0.130599967,0,1,1,Neutral
LARP4B,4568.131856,-0.115012571,0.048057931,0,1,1,Neutral
RN7SL346P,0.267686546,-0.115035704,0.544153431,0,1,1,Neutral
PMPCB,2910.634808,-0.115053028,0.038171259,0,1,1,Neutral
LIG1,3031.177334,-0.115054629,0.065431794,0,1,1,Neutral
CT55,1.425166206,-0.115136687,0.353792774,0,1,1,Neutral
GPD1,119.7875995,-0.115141401,0.203247044,0,1,1,Neutral
SLC6A18,0.336710578,-0.115144134,0.631281472,0,1,1,Neutral
DOCK6,2614.523231,-0.115187368,0.062219944,0,1,1,Neutral
CDO1,66.20222224,-0.115194256,0.222824735,0,1,1,Neutral
PRKD2,4272.215722,-0.115361945,0.055873607,0,1,1,Neutral
IGHD3-10,0.366909764,-0.115373705,0.514675524,0,1,1,Neutral
POLM,1136.22305,-0.115446398,0.062786578,0,1,1,Neutral
HLCS,1520.035953,-0.115612205,0.060012575,0,1,1,Neutral
RPRD1B,2321.075756,-0.115649789,0.053199567,0,1,1,Neutral
RPS17P5,1.435770791,-0.115731675,0.175925727,0,1,1,Neutral
WDCP,565.9590758,-0.115740332,0.055841381,0,1,1,Neutral
TDRD3,862.6889569,-0.115745496,0.054117881,0,1,1,Neutral
RPL31,35829.89516,-0.115782511,0.071315212,0,1,1,Neutral
TBC1D10A,1300.931743,-0.115802519,0.062606173,0,1,1,Neutral
STK32C,872.2047547,-0.115823805,0.092601628,0,1,1,Neutral
CALHM1,4.715986399,-0.115879589,0.178624622,0,1,1,Neutral
FAM149B1,1222.590721,-0.115899141,0.044962609,0,1,1,Neutral
TRPC4AP,6031.689925,-0.115944572,0.050185017,0,1,1,Neutral
RPSAP60,0.324584549,-0.116064832,0.371140489,0,1,1,Neutral
SUZ12,2563.921078,-0.116069129,0.062114316,0,1,1,Neutral
PMVK,2830.275695,-0.116223513,0.073185137,0,1,1,Neutral
RPLP2P1,0.573920955,-0.11628374,0.273218432,0,1,1,Neutral
DLG4,646.9371824,-0.116678079,0.100236533,0,1,1,Neutral
KLHL25,578.7196823,-0.116678731,0.063535764,0,1,1,Neutral
ATP5PDP1,0.280109284,-0.116710598,0.299376224,0,1,1,Neutral
ZNF773,252.119135,-0.11677828,0.076089179,0,1,1,Neutral
CYP21A2,11.95578271,-0.116806629,0.202839654,0,1,1,Neutral
TMEM258,4007.471131,-0.116817437,0.056745538,0,1,1,Neutral
LAMTOR2,3023.91721,-0.116998738,0.076390845,0,1,1,Neutral
OR52E4,0.185567161,-0.117053575,0.743262547,0,1,1,Neutral
RBM45,464.0037388,-0.117122646,0.033371638,0,1,1,Neutral
GALC,1129.622241,-0.11713593,0.082930616,0,1,1,Neutral
